date,OP,CP,HP,LP,DF,RD,TV,TC,TO
2017-05-22,2.57,2.56,2.57,2.56,0.06,1,20000,2,51300
2017-05-23,2.68,2.89,2.95,2.68,0.33,1,132000,15,376770
2017-05-24,2.9,2.9,2.93,2.78,0.01,1,337000,23,965960
2017-05-25,2.95,3.54,3.56,2.95,0.64,1,246000,24,782490
2017-05-26,3.65,3.55,3.73,3.54,0.01,1,502000,15,1824940
2017-05-31,3.7,3.62,3.93,3.59,0.07,1,475000,28,1772150
2017-06-01,3.74,3.85,3.85,3.66,0.23,1,582000,22,2167170
2017-06-02,4.01,3.85,4.04,3.83,0.0,0,496000,29,1953520
2017-06-03,3.81,3.86,3.86,3.81,0.01,1,76000,4,291560
2017-06-05,3.75,3.48,3.75,3.47,-0.38,-1,181000,17,644840
2017-06-06,3.48,3.51,3.62,3.44,0.03,1,181000,11,639300
2017-06-07,3.67,3.98,4.0,3.67,0.47,1,579000,30,2262730
2017-06-08,3.94,4.0,4.03,3.9,0.02,1,364000,27,1441790
2017-06-09,4.2,4.38,4.53,4.2,0.38,1,843000,67,3685790
2017-06-12,4.37,4.37,4.65,4.35,-0.01,-1,493000,33,2183090
