date,OP,CP,HP,LP,DF,RD,TV,TC,TO
2017-05-22,2.05,2.09,2.09,2.03,0.07,1,184000,11,379920
2017-05-23,2.08,2.14,2.15,2.08,0.05,1,89000,9,188380
2017-05-24,2.16,2.18,2.18,2.14,0.04,1,202000,11,437470
2017-05-25,2.24,2.34,2.34,2.24,0.16,1,31000,7,71630
2017-05-26,2.34,2.31,2.35,2.29,-0.03,-1,266000,14,615110
2017-05-31,2.32,2.18,2.32,2.18,-0.13,-1,100000,9,224180
2017-06-01,2.25,2.27,2.27,2.25,0.09,1,150000,6,337850
2017-06-02,2.39,2.38,2.39,2.37,0.11,1,45000,8,107030
2017-06-03,2.43,2.45,2.45,2.42,0.07,1,17000,6,41350
2017-06-05,2.46,2.52,2.52,2.46,0.07,1,68000,9,169900
2017-06-06,2.53,2.52,2.53,2.52,0.0,0,10000,5,25230
2017-06-07,2.52,2.52,2.52,2.52,0.0,0,15000,2,37800
2017-06-08,2.55,2.56,2.56,2.55,0.04,1,43000,4,109940
2017-06-09,2.64,2.56,2.64,2.56,0.0,0,14000,5,36460
2017-06-12,2.4,2.38,2.45,2.38,-0.18,-1,79000,11,191070
2017-06-13,2.41,2.4,2.42,2.4,0.02,1,28000,7,67480
2017-06-14,2.43,2.24,2.44,2.2,-0.16,-1,227000,13,515530
2017-06-15,2.28,2.28,2.29,2.22,0.04,1,171000,12,388760
2017-06-16,2.3,2.43,2.43,2.3,0.15,1,195000,7,458860
2017-06-19,2.53,2.64,2.64,2.53,0.21,1,188000,7,492870
2017-06-20,2.73,2.82,2.89,2.73,0.18,1,358000,9,1007460
2017-06-21,2.79,2.82,2.82,2.79,0.0,0,7000,2,19590
